name,email,standard,gender,avg_sat_score,avg_pat_score,attendance,category
Kaitlyn Hansen,ryangutierrez@yahoo.com,11,Male,87.1,43.8,66.2,Low
Jennifer Hunter,rherrera@gmail.com,12,Female,79.4,45.9,98.0,Medium
Sabrina Stewart,melissamedina@meyers-lane.net,12,Female,66.7,36.2,94.8,Medium
Susan Sparks,thomas54@yahoo.com,12,Male,60.6,45.3,86.3,Medium
Kiara Craig,terrymark@hotmail.com,10,Female,85.9,30.4,85.1,Medium
Barbara Holmes,emily05@hotmail.com,9,Male,49.9,32.5,83.2,Low
Ana Moore,frenchjerry@burke.biz,12,Female,76.3,39.0,80.6,Medium
Brandon Richardson,perryjordan@yahoo.com,9,Male,77.0,31.6,86.7,Medium
Nichole Herring,sarah62@yahoo.com,10,Female,80.6,37.2,80.3,Medium
Mrs. Karen Payne,vanessa01@gmail.com,10,Male,56.4,28.7,72.4,Low
Gregory Lee,padillameghan@bowen.com,11,Male,72.6,27.9,88.7,Low
Toni Hensley,adrian84@oliver-peters.com,12,Male,78.0,25.4,91.9,Low
Philip Li,dalemartinez@hotmail.com,9,Male,72.7,43.3,78.4,Medium
Susan Green,albertyoung@hotmail.com,10,Male,49.7,36.1,99.3,Low
Stephanie Acosta,david46@hotmail.com,12,Male,82.6,28.1,96.1,Low
Nancy Chavez,trichardson@gmail.com,12,Female,60.7,33.9,85.1,Medium
Nicholas Powell,sheltonmichelle@bennett.com,11,Male,69.2,39.5,86.2,Medium
Brian Carrillo,kellyhicks@yahoo.com,12,Male,73.3,36.1,63.4,Low
Michelle Patrick,owilliams@hotmail.com,11,Female,56.0,29.5,95.3,Low
Alexander Gill,englishkevin@gmail.com,8,Male,54.3,44.2,81.1,Low
Michelle Stone,reyesalyssa@mendez-johnson.net,11,Male,55.6,30.9,92.1,Low
Ricky Brown,michael81@daniels-day.com,9,Male,83.2,30.5,85.8,Medium
Lauren Galvan,rodney44@walter.com,10,Female,100.0,33.7,84.6,Medium
Brooke Maldonado,victoriaruiz@hinton.biz,12,Female,54.4,22.6,72.7,Low
Christina Spears,kimberlyking@yahoo.com,8,Male,80.9,31.5,88.9,Medium
Anthony Cruz,dalton70@mcdonald.biz,8,Male,72.0,42.1,98.0,Medium
John Allen,leechristine@hotmail.com,8,Male,87.5,39.1,97.1,Medium
Darryl Rodriguez,sierracharles@gmail.com,8,Male,73.1,31.7,89.2,Medium
Theresa Bailey,qking@prince.biz,9,Female,70.2,40.0,99.2,Medium
Cynthia Coleman DVM,wcollins@chavez-harris.com,10,Male,62.7,28.0,83.9,Low
Rachel Travis,gillangela@farrell.com,9,Male,92.5,36.1,93.1,Medium
Stacy Allen,walter62@yahoo.com,12,Female,69.5,27.2,77.0,Low
Anita Rodriguez,christine11@hicks-taylor.com,11,Male,69.1,30.0,80.6,Medium
Meredith Rios,kevinmoore@davis.com,11,Female,62.2,42.9,82.1,Medium
Robert Reynolds,jenniferclark@gmail.com,10,Female,54.5,39.5,82.2,Low
Nicholas Alexander,bhubbard@alexander-brown.com,9,Female,46.7,43.1,84.1,Low
Jacob Williams,candice65@yahoo.com,12,Male,90.9,32.1,70.8,Low
Tammy Mckinney,fullersteven@gmail.com,9,Male,60.7,34.6,83.9,Medium
Henry Sweeney,jonathansmith@horn-lee.org,10,Female,67.8,28.2,93.7,Low
Jennifer Hahn,beckerstacy@gmail.com,8,Female,77.0,28.7,79.5,Low
Ryan Mcbride,ggould@campbell.com,11,Male,54.5,34.4,84.5,Low
Alison Cook,pscott@collins.com,8,Female,75.5,33.7,70.8,Low
Darlene Wise,sbest@hooper.com,9,Female,86.5,38.7,74.8,Low
Kevin Hamilton,gcampbell@martin.com,10,Female,71.7,29.2,91.3,Low
James Parker,johnmeadows@owens.biz,10,Male,54.7,22.0,99.4,Low
Troy Cole,ypeterson@hotmail.com,11,Male,61.7,37.5,86.1,Medium
Sharon Martin,ewiley@gmail.com,10,Female,68.9,43.8,88.0,Medium
Darren Johnson,washingtonpeter@barnes.info,8,Male,62.4,33.3,71.2,Low
Chelsea Watson,james21@nunez.com,10,Female,56.7,35.2,90.1,Low
Edward Rodriguez,middletonlaura@coleman.com,12,Female,73.1,27.4,62.8,Low
Kenneth Simon,natalie72@gomez-morgan.org,10,Male,54.4,45.6,93.7,Low
Kyle Mosley,amanda98@baker.com,9,Female,80.5,32.7,95.0,Medium
Tammy Black,parrishholly@yahoo.com,9,Male,89.7,37.9,77.9,Medium
Lauren Anderson,jamesmary@richardson.com,8,Female,54.6,25.5,82.6,Low
Brandon Cochran,spearskristine@collins-chen.com,11,Male,63.6,31.7,74.0,Low
Alex Dominguez,linda94@olson.org,9,Male,87.7,25.5,97.9,Low
Bryan Oconnor,johnadams@gmail.com,11,Male,89.7,27.2,88.7,Low
Krystal Pittman,bryan24@matthews.com,11,Female,89.1,39.8,84.3,Medium
Mary Moran,andrew65@gmail.com,8,Female,48.6,38.4,62.8,Low
Erica Roth,eholmes@mcdowell-gillespie.net,10,Male,65.9,24.5,93.3,Low
Abigail Miller,colleen88@frye-may.net,9,Female,60.2,33.3,65.8,Low
Natalie Sanchez,laranancy@torres.com,11,Male,48.2,38.5,75.5,Low
Mrs. Tracy Santana,ericwhitaker@yahoo.com,8,Male,90.4,36.0,91.3,Medium
Eileen Bailey,paul19@yahoo.com,11,Female,75.1,25.9,83.0,Low
Kimberly Gamble,stephanie32@hotmail.com,8,Female,70.3,38.8,81.9,Medium
Leah Ray,lisa90@hotmail.com,12,Male,43.6,33.3,87.2,Low
Matthew Palmer,justin83@bennett.com,11,Female,48.1,32.1,84.6,Low
Jeffrey Mcmahon,joewalter@yahoo.com,8,Male,70.8,35.3,81.1,Medium
Tony Webster,josephberger@gilbert-bush.com,12,Female,48.7,34.5,86.1,Low
Joseph Villegas,robinjackson@thomas.com,12,Female,74.5,45.9,93.5,Medium
Michael Watson,ljackson@gmail.com,11,Female,68.5,39.0,79.7,Medium
Alyssa Lewis,cjensen@carter.info,12,Female,89.7,33.4,86.6,Medium
Brittany Adams,norrisbrianna@hughes.com,12,Female,74.2,32.4,84.3,Medium
Dana Edwards,eperez@hotmail.com,12,Female,64.6,37.8,89.1,Medium
Wyatt Dunn,kevingray@yahoo.com,9,Male,93.8,43.1,85.9,Medium
Debbie Bryant,tony03@hotmail.com,9,Female,68.9,32.0,72.1,Low
John Li,conradcourtney@hotmail.com,10,Male,57.7,28.9,82.7,Low
Katherine Pittman,jaredclark@anderson-gonzalez.com,9,Male,76.8,21.3,96.0,Low
Brett Peterson,tammypatterson@hotmail.com,12,Female,73.4,36.3,92.3,Medium
Benjamin Johnston,david38@gmail.com,11,Male,75.7,39.5,95.6,Medium
Debra Scott,foleyalexis@rhodes.com,8,Female,87.4,39.3,84.0,Medium
Richard Oliver,kpena@petty.info,10,Female,72.4,27.6,78.6,Low
Joshua Knight,hespinoza@friedman.net,11,Female,84.2,28.6,84.9,Low
Dr. James Weber,sharris@gmail.com,12,Female,82.7,38.5,65.0,Low
Caroline Campbell,georgegoodwin@watson-hale.info,12,Male,86.6,40.1,94.2,High
Caroline Paul,stephanie94@mullins.biz,12,Female,61.6,29.5,93.9,Low
Mary Wilson,nblack@gmail.com,12,Male,54.2,21.0,96.1,Low
Paul Moore,pattersonnathan@hotmail.com,9,Male,52.9,40.7,100.0,Low
Nicholas Gross,toddwilson@dodson-vasquez.info,9,Male,55.1,31.0,79.3,Low
Paul Rios,brownsamantha@johnson.com,10,Male,85.8,31.6,66.4,Low
Nicholas Lee,yvettejohnson@davis-watson.info,11,Male,65.3,47.0,85.5,Medium
Jennifer Phelps,joneswayne@hotmail.com,10,Female,63.6,24.4,68.1,Low
Robert Yang,beardglenn@gmail.com,11,Female,92.9,28.8,80.3,Low
Kathleen Anderson,lindarios@camacho-myers.com,9,Female,74.9,35.7,89.5,Medium
Makayla Pineda,rubenwilliams@yahoo.com,9,Male,87.2,37.9,78.4,Medium
Roy Johnson,hunter73@hotmail.com,9,Male,80.7,40.5,89.4,Medium
Matthew Hernandez,bakermatthew@fitzgerald-arroyo.biz,11,Male,57.9,38.9,100.0,Low
Monique Hess,caldwellgabriel@hotmail.com,11,Female,71.7,30.6,83.8,Medium
Dennis Bullock,sheila25@hotmail.com,10,Male,75.7,41.3,99.7,Medium
Sara Dunlap,tmills@bentley-king.net,9,Female,69.3,38.0,91.9,Medium
Kenneth Rios,rosalesrobert@delgado.com,11,Female,53.3,40.8,90.7,Low
Jacob Grant,bonillachristopher@yahoo.com,8,Female,66.4,35.8,89.1,Medium
Chelsea Lane,wknox@gmail.com,12,Female,55.5,29.7,79.7,Low
Joy Holland,james33@russell.info,10,Female,59.0,32.0,92.1,Low
Antonio Hernandez,angelachambers@york.com,10,Male,63.4,42.7,73.8,Low
Kristi Garcia,gutierrezangela@crawford.com,12,Male,75.2,41.3,78.9,Medium
Michael Sanders,hillmegan@jenkins.biz,8,Female,74.9,26.2,70.1,Low
Kelli Jarvis,brendareeves@hotmail.com,10,Female,54.9,32.6,76.9,Low
Jon Valencia,bthomas@whitaker.com,10,Female,73.4,33.6,74.9,Low
Kimberly Kim,jason66@perez.com,8,Female,88.7,37.5,88.3,Medium
Taylor Jackson,rodrigueztaylor@yahoo.com,11,Female,55.0,46.2,69.8,Low
Bruce Young,whiterachael@hamilton.com,11,Female,87.8,27.6,76.3,Low
Leslie Henry,caitlinhenry@cook-cobb.com,10,Male,61.3,37.4,83.0,Medium
Robert Williams,nicole13@wood.com,9,Male,63.6,22.2,88.9,Low
Jamie Castaneda,hector26@potter-taylor.info,9,Female,72.7,30.3,88.5,Medium
Stephanie Lamb,davidgibson@hotmail.com,12,Female,92.2,25.4,70.9,Low
Steven Johnson,nanthony@yahoo.com,8,Female,76.3,29.8,94.6,Low
Denise May,michael95@cruz.com,8,Female,91.2,40.6,100.0,High
Travis Freeman,jmyers@yahoo.com,10,Female,63.0,29.9,76.9,Low
Miss Debbie Acosta,icobb@gmail.com,11,Female,71.3,35.0,100.0,Medium
Katherine Hoffman,debbie56@hotmail.com,12,Female,47.0,31.7,80.5,Low
Samantha White,youngsarah@nguyen.com,8,Male,64.8,31.3,93.6,Medium
Angela Russell,nicolemiller@hotmail.com,12,Male,85.0,33.0,94.6,Medium
Laura Rodriguez,mhill@gmail.com,9,Male,74.9,45.3,90.1,Medium
Justin Walker,paul22@nelson-brown.com,10,Female,80.8,28.2,100.0,Low
Heather Wallace,dmurphy@rich.com,10,Female,53.0,38.7,73.9,Low
Mrs. Melanie Mann,cathy71@gallegos-russell.com,9,Female,69.2,33.8,92.3,Medium
Jessica Allen,jonesmichael@yahoo.com,8,Female,75.7,29.3,60.0,Low
Donald Williams,ldrake@wilson.com,8,Female,75.0,20.0,79.1,Low
Rebecca Ford,mccormickpatricia@williams-cox.com,11,Female,79.9,39.5,60.0,Low
Michael Hanna,perrymike@yahoo.com,11,Female,79.2,26.6,88.6,Low
Zachary Hess,evan99@gmail.com,8,Female,56.1,27.8,88.4,Low
Michelle Drake,patricia58@rogers.com,10,Female,63.5,35.4,67.6,Low
Alexander Ellis,jacob67@pope-phillips.com,9,Male,61.8,39.4,85.1,Medium
Anthony Fisher,mandy99@yahoo.com,9,Female,69.0,44.7,74.5,Low
Sharon Scott,guerradaniel@gmail.com,11,Male,68.5,40.5,71.0,Low
Chelsea Obrien,pamelajohnson@barton-mendoza.com,11,Female,64.1,28.2,88.6,Low
Abigail Dodson,griffinjonathan@smith-koch.info,12,Female,68.4,32.6,80.6,Medium
Anna Mccoy,nortiz@schmitt-torres.com,11,Female,68.9,36.4,86.1,Medium
Douglas Henry,browndominique@yahoo.com,10,Male,82.5,24.3,86.5,Low
Alan Miller,daniel14@yahoo.com,10,Female,82.8,37.3,67.2,Low
Megan Lowe MD,hartmaneric@yahoo.com,12,Female,74.9,31.8,86.4,Medium
Erica Allison,jamesromero@gmail.com,9,Female,72.0,27.9,94.7,Low
Richard Schmitt,gavinallen@gmail.com,10,Female,66.6,40.3,88.3,Medium
Jennifer Barnett,dawnfowler@gmail.com,11,Male,59.3,39.2,91.3,Low
Sean Novak,tanner79@barnes-reynolds.com,12,Female,63.7,42.0,79.2,Medium
Kevin Hull,rodneybailey@yahoo.com,11,Female,69.0,30.8,95.0,Medium
David Kelly,markward@stuart.biz,8,Male,62.3,28.5,61.6,Low
Brandon Franklin,stevenpatterson@smith.net,11,Female,61.6,27.9,83.3,Low
Caitlin Perkins,emma79@gomez-scott.org,11,Male,82.3,31.9,82.1,Medium
Andrew Vincent,chapmanpatrick@white-smith.com,10,Male,61.4,36.9,99.3,Medium
Gary Meza,davisjoseph@yahoo.com,8,Male,61.2,36.1,91.7,Medium
Devon Drake,wolfamber@gmail.com,10,Female,89.7,38.9,78.2,Medium
Allison Barnett,cobbmarco@wood.org,9,Male,54.8,29.2,89.3,Low
Cameron Carter,currymorgan@yahoo.com,10,Male,69.2,24.8,71.0,Low
Sheila Moran,pwhite@huynh.com,9,Female,53.2,39.9,75.5,Low
Jessica Powers,bryantkaren@rodriguez.biz,11,Female,53.7,39.9,72.0,Low
Kathryn Johnson,lisa53@yahoo.com,9,Male,79.5,32.5,99.3,Medium
Paul Lowe,karen82@peterson.info,12,Female,80.8,43.0,78.5,Medium
Allen White,jason37@hotmail.com,11,Male,78.8,46.1,66.3,Low
Annette Shannon,jeanette84@gmail.com,9,Male,72.9,37.8,73.5,Low
Kelly Stevens,danielle40@hotmail.com,9,Male,75.2,20.0,80.4,Low
Jose Garcia,pittskelsey@yahoo.com,12,Male,71.5,40.9,80.6,Medium
Eric Norton,bgonzalez@cherry-mosley.com,8,Male,59.9,37.3,72.8,Low
Steven Jarvis,danahodge@gomez.com,8,Female,83.8,47.8,66.5,Low
Emily Williams,ekane@gmail.com,8,Female,78.3,46.3,92.1,Medium
Kathleen Murillo,leelauren@gmail.com,11,Male,61.6,29.7,79.8,Low
Julie Reid,gonzalezbrandon@taylor-branch.com,10,Female,83.2,25.2,73.2,Low
Sean Ramos,alexisboone@blackwell.net,8,Male,66.8,43.6,68.1,Low
Michael Vargas,jerry48@ramirez-johnson.com,8,Female,58.7,48.2,78.4,Low
Rhonda Bishop,vargasdavid@johnson.net,11,Female,65.6,41.6,96.2,Medium
Sara Garcia,jamescrawford@yahoo.com,8,Male,58.1,41.7,89.7,Low
Chloe Austin,stewartmichael@mckee.net,12,Male,54.6,37.3,76.1,Low
Rebecca Ellis,bshaw@terry.org,9,Male,57.2,33.7,71.4,Low
Kayla Pacheco,schmidtbrittany@yahoo.com,8,Female,64.2,37.8,83.7,Medium
Steven Phillips,thomasfrench@harris.com,12,Female,65.2,45.8,78.2,Medium
Carrie Williams,levinewhitney@yahoo.com,9,Female,46.1,37.1,94.1,Low
Ronald Richardson,utaylor@wade-gibson.org,8,Male,43.1,33.4,80.1,Low
Jason White,markalexander@hansen.com,12,Female,80.0,43.9,87.5,Medium
Justin Harvey,kennethhaney@yahoo.com,8,Male,73.7,32.7,82.4,Medium
Anthony Jackson,rollinsbrenda@hotmail.com,12,Female,69.2,36.8,98.6,Medium
April Roberts,patrick17@jefferson-long.com,8,Female,71.9,46.4,78.0,Medium
Timothy Patrick,bbarrett@gmail.com,11,Male,77.1,30.9,91.3,Medium
Chris Montoya,hollowaysteven@yahoo.com,8,Female,67.7,39.1,86.7,Medium
Eric Jones,vli@yahoo.com,12,Male,46.9,21.1,76.0,Low
Mary Lee,mossjoshua@hotmail.com,12,Male,81.0,44.3,82.8,Medium
Miranda Aguilar,unorton@golden.com,10,Male,76.8,31.9,76.9,Medium
Teresa Keith,kimberly03@gmail.com,9,Male,66.7,34.3,83.5,Medium
Brandon Schmidt,colejoanna@yahoo.com,9,Female,67.1,28.1,91.7,Low
Anthony Garcia,aaronsantos@gmail.com,8,Male,66.3,33.8,86.6,Medium
Maria Smith,scott17@gmail.com,9,Male,81.8,41.5,91.2,High
Katherine Torres,michelle07@martinez.info,8,Female,69.4,39.1,89.6,Medium
Scott Medina DDS,russell06@gmail.com,12,Male,86.4,33.3,92.7,Medium
Frank Ryan,coleangie@hotmail.com,8,Female,82.6,28.9,87.4,Low
Jennifer Hull,jacksonmichael@tyler.com,10,Female,83.2,45.0,82.6,Medium
Anna Munoz,tyroneadams@gmail.com,9,Female,70.4,32.5,100.0,Medium
Kevin Reese,adamjones@rodriguez.biz,11,Female,81.2,48.1,73.9,Low
William Dean,david32@gmail.com,9,Male,73.0,35.2,94.1,Medium
Richard Anderson,kristaparks@green.biz,10,Male,88.5,31.7,80.8,Medium
Alexander Green,karen37@lee-watts.org,9,Male,59.1,36.2,97.9,Low
Susan Fowler,hickskimberly@gmail.com,10,Female,64.7,25.7,73.3,Low
Joseph Mann,lmaddox@yahoo.com,10,Male,82.6,35.8,84.2,Medium
James Rogers,stephanieherring@austin-stevenson.com,10,Female,52.0,37.7,83.2,Low
Latoya Zimmerman,zacharygomez@hotmail.com,12,Male,79.1,37.1,97.0,Medium
Sarah Smith,bjohnson@gmail.com,11,Female,73.9,28.0,97.8,Low
Christina Peck,angelagreer@lewis-cox.net,12,Male,63.3,40.2,71.6,Low
Tom Mcgee,rickyhopkins@yahoo.com,8,Female,76.9,27.5,81.6,Low
Kevin Campbell,sarahrivera@hotmail.com,10,Male,43.1,31.8,94.6,Low
Ian Russell,ericlee@valdez.com,8,Female,61.8,23.5,84.3,Low
Martin Odom,jennifer94@hotmail.com,10,Female,98.5,39.9,90.0,Medium
Lisa Rice,john24@brady-washington.net,12,Male,65.5,41.3,71.4,Low
Daniel Ellis,nathan13@hotmail.com,10,Female,86.5,32.9,68.9,Low
Roger Wilson,vthornton@warner.com,9,Female,73.2,40.3,78.2,Medium
Joann Thompson,kelly57@hotmail.com,12,Male,63.1,44.5,79.3,Medium
Kristopher Myers,kimberlyrichards@yahoo.com,9,Female,64.3,48.5,87.2,Medium
Bridget Chavez DVM,wesleyfisher@yahoo.com,9,Male,71.6,36.4,95.4,Medium
Lisa Lam,zlowe@hotmail.com,10,Female,66.9,30.9,84.1,Medium
Linda Jones,whiterobert@skinner.com,12,Male,69.7,38.9,80.7,Medium
Charles Hernandez,davisbryce@summers.info,8,Female,85.0,36.8,75.6,Medium
Vanessa Robinson,kathy87@yahoo.com,8,Male,65.2,25.3,95.5,Low
Debbie Navarro,murraymathew@gmail.com,12,Female,83.4,32.7,63.8,Low
Dr. Peter Hill,alexanderaaron@fischer.net,10,Female,78.3,41.9,82.6,Medium
Danny Mckee,geraldromero@miles-wong.biz,8,Female,69.1,41.0,85.7,Medium
Jessica Gomez,samuel78@hotmail.com,12,Female,59.4,37.9,79.1,Low
Nicole Curry,juliapierce@gmail.com,9,Male,67.4,20.0,84.9,Low
Katie Hunt,jason84@hotmail.com,9,Male,67.5,31.7,84.3,Medium
Emily Moreno,shannonmoore@melendez.com,8,Male,67.5,29.0,93.2,Low
Bradley Rodriguez,sotoanna@allen.com,11,Female,50.5,27.7,93.8,Low
Kaylee Mckenzie,andersonmark@yahoo.com,10,Female,66.8,25.0,81.5,Low
Paul Abbott,nvillegas@wright.info,12,Male,58.8,40.4,87.1,Low
Adam Griffin,david10@small.org,9,Female,88.0,39.1,88.3,Medium
Amy Michael,christian45@castillo.info,9,Male,60.6,33.4,77.9,Medium
Danielle Warren,sarabecker@gmail.com,11,Female,40.0,29.5,88.0,Low
Alicia Deleon,vcruz@pearson-stein.net,9,Male,53.1,30.3,81.5,Low
Jessica Carey,markclarke@wade.org,9,Female,63.1,34.1,100.0,Medium
Tim Kennedy,greg55@yahoo.com,9,Female,76.5,26.8,100.0,Low
Roger Dean,jaclynrobinson@gibson.org,11,Female,88.8,40.9,83.9,Medium
Mark Fleming PhD,terriharris@wilcox.com,11,Male,67.6,46.2,73.9,Low
Kenneth Gamble,timothyvance@yahoo.com,8,Female,79.9,33.0,92.5,Medium
Theodore Graves,samuel25@jenkins-williams.com,9,Male,78.5,32.9,84.6,Medium
Willie Elliott,anthonymacias@hotmail.com,11,Female,73.4,37.5,77.3,Medium
Christopher Ward,antonio19@campbell.com,8,Male,58.8,28.3,89.7,Low
David Powers,adam44@gmail.com,12,Male,87.8,41.8,82.9,Medium
Joshua Webb,christine79@hotmail.com,11,Male,57.3,37.0,86.8,Low
Kimberly Willis,amanda35@thomas-kemp.com,10,Male,73.3,30.1,72.4,Low
Brian Garza,xavierrodriguez@yahoo.com,11,Female,65.9,35.4,83.1,Medium
Katherine Rogers,brittanywolfe@yahoo.com,8,Female,91.6,50.0,89.5,Medium
Samantha Murphy,yatesdavid@rogers-patterson.biz,9,Female,77.7,29.9,92.8,Low
Stephanie Phillips,christopher47@yahoo.com,10,Male,76.7,42.5,93.3,Medium
Patricia Lee PhD,qmoreno@yahoo.com,9,Female,61.6,42.6,92.5,Medium
Jacob Wall,burtonheather@gmail.com,12,Female,57.0,26.2,96.2,Low
Leah Jordan,galvanrandall@davis.biz,11,Male,59.8,48.9,100.0,Low
Adrian Owens,kyle74@yahoo.com,10,Male,61.4,20.0,68.8,Low
Grace Newman,ellismegan@parker.com,10,Male,70.6,36.9,100.0,Medium
Deborah Smith,chapmantara@rogers.com,11,Male,80.2,34.7,91.5,Medium
Joseph Pratt,newmancharles@ross.biz,12,Female,67.2,31.1,70.0,Low
Dylan Webb,woodsjames@lewis-martin.net,10,Male,64.2,33.6,86.3,Medium
Shannon Brooks,tammy79@dean-delacruz.com,9,Female,71.9,22.0,80.2,Low
Kenneth Long,alyssathompson@brock-gonzalez.com,10,Female,51.2,31.0,85.1,Low
Rachel Martinez,henryflores@gmail.com,11,Male,66.4,30.0,79.2,Medium
Wesley Vincent,yjenkins@glenn-hernandez.com,8,Female,66.9,31.0,84.3,Medium
Amy Williams,billygarcia@gmail.com,11,Male,78.9,33.0,79.4,Medium
Ray Hudson,briannahernandez@smith.com,10,Male,69.6,38.5,88.7,Medium
Andrew Pratt,rodriguezmary@hotmail.com,8,Female,91.8,32.9,88.0,Medium
Anthony Ayers,ugonzalez@gmail.com,9,Female,61.6,36.6,73.1,Low
Matthew Mclean,cynthiaallen@hotmail.com,8,Male,68.0,26.1,84.7,Low
Kerri Cox,fhudson@thompson-lynch.biz,12,Male,53.6,40.9,74.1,Low
Lisa Wall,jessica17@hotmail.com,12,Female,83.3,41.6,84.8,Medium
Teresa Ruiz,dianareeves@yahoo.com,11,Female,43.6,39.9,88.1,Low
Carlos Martinez,ysalas@yahoo.com,10,Female,74.8,39.9,86.0,Medium
Kelly Proctor,amanda40@morrow.com,8,Female,75.2,44.6,95.8,Medium
Justin Russell,austin28@pruitt-barker.com,12,Female,63.3,34.0,80.7,Medium
Justin Kent,kenneth33@gmail.com,11,Male,90.6,26.6,85.9,Low
Mark Zhang,reginaldreynolds@cortez-carter.org,12,Female,40.0,29.2,72.5,Low
Adam Steele,imoon@hester.com,11,Female,80.0,24.7,60.0,Low
Vanessa Reyes,vlee@hotmail.com,12,Female,40.7,41.8,87.1,Low
Andrew Wilkinson,kennethjackson@esparza.com,10,Male,58.5,33.3,79.4,Low
Stephanie Ramirez,parkerdustin@yahoo.com,12,Female,67.7,36.5,93.0,Medium
Joshua Alexander,fjohnson@yahoo.com,10,Male,73.8,39.4,87.1,Medium
Mrs. Kimberly Taylor,teresa27@rush.biz,12,Male,59.7,25.2,98.4,Low
Emily Diaz,carrscott@hotmail.com,8,Female,48.1,39.0,92.7,Low
Mark Coleman,francis44@cole.info,12,Male,68.9,49.2,81.6,Medium
Aaron Steele,samanthabyrd@gmail.com,10,Female,77.5,42.0,97.2,Medium
Michael Wells,eric74@hayes-sutton.net,8,Male,64.4,41.6,98.8,Medium
Mary Rogers,diane03@gmail.com,10,Male,68.3,31.0,81.9,Medium
Melissa Marks,thomas52@hotmail.com,9,Female,52.9,39.3,82.7,Low
Daniel Harper,sdavis@williams.org,10,Female,70.9,25.7,70.5,Low
Michael Koch,elizabethbennett@gmail.com,11,Female,82.2,37.6,100.0,Medium
Amanda Bell,amy45@flynn.com,9,Male,63.2,39.5,77.9,Medium
Diana Brown,stevensonhannah@page.biz,12,Female,62.6,41.5,74.7,Low
Megan Dickerson,michaelpotter@yahoo.com,9,Female,80.9,37.3,79.4,Medium
Angelica Smith,ycole@yahoo.com,8,Male,81.1,37.9,94.2,Medium
Katherine Allen,lisasmith@gmail.com,12,Female,48.5,39.6,87.0,Low
Alexandria Shaw,steven86@hotmail.com,12,Female,63.2,30.5,84.0,Medium
Christopher Duncan,wrivera@hotmail.com,8,Female,61.1,29.4,92.1,Low
Jacob Hudson,fischerphilip@hotmail.com,8,Female,40.0,32.6,82.7,Low
Erik Williams,christine78@hotmail.com,10,Female,44.0,27.5,84.0,Low
Jose Pittman,wheelergabriel@warren.com,11,Female,49.0,43.3,98.4,Low
Julie Jackson,tamarahernandez@blake.com,12,Female,59.7,33.0,90.7,Low
Nathan Hall,williamdavis@schneider-lewis.com,11,Male,54.0,34.9,80.9,Low
Todd Santos,ythompson@hotmail.com,8,Female,88.9,38.3,85.3,Medium
Robert Johnson,bferguson@anderson.com,12,Male,52.6,38.0,86.3,Low
Anthony Smith,huangtraci@yahoo.com,8,Female,75.5,27.0,98.8,Low
Bryan Dunn,prattvictor@chang.com,10,Female,73.6,32.6,97.0,Medium
Laura Lucas,laurenmcbride@fox.com,10,Male,81.1,27.7,61.5,Low
Rebecca Chavez,lauren58@rodriguez.org,9,Female,75.1,38.5,87.2,Medium
Lacey Garcia,phillipsvictor@harrison-koch.com,10,Female,51.1,29.8,84.6,Low
David Hernandez,ucampbell@hotmail.com,8,Female,82.3,27.2,91.8,Low
Christina Torres,lhill@hotmail.com,10,Male,67.9,27.5,96.3,Low
Gloria King,gomezmary@sims.com,10,Female,69.0,37.4,82.3,Medium
Aaron Webb,yatesjerry@hunt.biz,11,Male,76.5,39.8,77.4,Medium
Curtis Molina,blairjose@hotmail.com,10,Male,71.2,39.2,88.2,Medium
Teresa Harris,justin11@holder.com,8,Female,64.3,36.7,87.7,Medium
Amber Moore,clarklisa@yahoo.com,9,Female,65.4,29.8,77.8,Low
Robert Smith,awyatt@haynes.com,11,Male,62.4,40.3,77.6,Medium
Wayne Nichols,cobbdouglas@gmail.com,11,Male,74.3,33.8,66.7,Low
Kelly Mueller,crystalrodriguez@gmail.com,8,Male,73.6,41.8,80.5,Medium
Allison Nelson,karlmarquez@hotmail.com,9,Female,69.3,43.7,89.8,Medium
Courtney Henderson,uwilkinson@harvey.com,8,Male,85.2,42.9,97.1,High
Terri Carlson,kirstenscott@robinson-lawrence.info,8,Female,65.0,22.6,100.0,Low
Daniel Garcia,maryallen@hotmail.com,11,Female,87.2,37.7,83.3,Medium
Joseph Gallegos,kkey@smith.net,12,Male,78.1,50.0,86.2,Medium
Justin Gonzalez,joshua08@singh-lucas.com,9,Male,78.5,45.3,87.7,Medium
Peter Thomas,lisaaguilar@hotmail.com,12,Female,72.2,32.6,78.5,Medium
Jonathan Schultz,johncook@jordan.biz,8,Female,48.6,38.9,94.3,Low
Joseph Norris,alicia47@rowe.com,8,Male,73.6,37.5,88.8,Medium
Michael Mitchell,skinnermakayla@wilson.com,12,Male,40.0,45.9,85.5,Low
Anita Dyer,ryan39@medina-pineda.com,8,Male,59.5,50.0,98.1,Low
Joseph Collins,thompsonvirginia@sanders.com,11,Female,62.6,33.8,73.9,Low
Mark Graves,atkinsonchristine@gmail.com,9,Female,77.7,43.9,91.6,Medium
Joshua Ford,ronaldpayne@webb.com,11,Male,80.8,27.0,72.8,Low
Russell Wilson,aprice@mahoney.org,10,Male,97.7,38.9,98.5,Medium
Rebecca Reid MD,bpearson@roach-brown.info,12,Female,75.6,33.1,78.4,Medium
Alyssa Cunningham,lhernandez@yahoo.com,12,Female,66.8,35.4,78.5,Medium
Molly Morris,dixonkristen@sims.biz,10,Male,78.6,25.5,78.8,Low
